Name,Nomination Year,President,Country,Confirmed,Doc No.,Total Personal Contributions by Nominee,Bundling Value,Career Background,Graduate Degree(s) & Area(s) of Study,Career FSO,Career Senior FS,State Dept. Experience,Military Experience,Other Foreign Policy Experience (U.S. Gov't),Experience in Organizational Leadership,Language,Knowledge of Principal Language,Knowledge of Other Relevant Languages,Country Experience,Experience in Host,Experience In or Involving Host,Regional Experience,Experience in Region,Experience in or Involving Region
Joseph A. Presel,1997,Clinton,Uzbekistan,Yes,C06122073,0,,,No,Yes,Yes,Deputy US Representative to OSCE; Deputy US Representative for Conference of Forces in Europe; DCM in Belgrade; Senior Advisor to Undersecretary of State for Political Affairs; Office of UN Political Affairs; U.S. Delegation to Mutual Balanced Forces Reduction Talks; served in Paris,No,On detail to ACDA,Yes,,No,Yes (Russian),,No,No,,No,Yes (Special Negotiator and Deputy Negotiator for Nagorno-Karabakh; worked at Soviet Desk; A.B. in Russian and Slavic Area Studies)
Felix Rohatyn,1997,Clinton,France,Yes,C06122105,753657,,,No,No,No,,No,No,Yes,,Yes (French),No,,No,No,,No,No
James Carew Rosapepe,1997,Clinton,Romania,Yes,C06122112,15401,,,No,No,No,,No,No,Yes,,No,No,,No,No,,No,Yes (President to Board of Albanian American Enterprise Fund; represents Maryland w/officials of City of St. Petersburg and Leningrad Oblast; active in exchange programs with Central and Southern European countries)
Lange Schermerhorn,1997,Clinton,Djibouti,Yes,C06122127,0,,,No,Yes,Yes,DCM in Brussels; Deputy Director of Office of Career Development and Assignments; Office of Special Trade Activities in Bureau of Economic and Business Affairs; Deputy Director of Office of N. American Affairs; Commercial Officer in London; Economic/Commercial Officer in Tehran; Staff Officer; Operations Officer in Office of Secretary; Consular Officer in Saigon; Junior Officer in Colombo,No,No,Yes,,Yes (French),No,,No,No,,No,No
Brenda B. Schoonover,1997,Clinton,Togo,Yes,C06122133,0,,,No,Yes,Yes,Administrative Counselor at Embassy Brussels; Administrative Officer in Bureau of European and Canadian Affairs; Financial Management Officer at Embassy Tunis; Administrative Officer in Bureau of Near Eastern Affairs; Personnel Officer in Colombo; Personnel Officer in Manila,No,No,Yes,,Yes (French),No,,No,No,,No,No
Amelia Ellen Shippy,1997,Clinton,Malawi,Yes,C06122140,0,,,Yes (J.D.),Yes,Yes,"Director of Office of Science, Technology and Health in Bureau of Oceans and Int'l Environmental Scientific Affairs; Political Officer in Karachi, Dhaka, Lisbon, and Guatemala",No,No,Yes,,Yes (English),No,,No,No,,"Yes (Uganda, Tanzania)",Yes (DCM in Kampala; Political reporting officer in Zanzibar)
Edward Earl Shumaker III,1997,Clinton,Trinidad & Tobago,Yes,C06122143,1629,,,Yes (J.D.),No,No,,Yes,U.S. JAG Corps,No,,Yes (English),No,,No,No,,No,No
Keith C. Smith,1997,Clinton,Lithuania,Yes,C06122149,0,,,Yes (M.A. in Political Science),Yes,Yes,ACDA; positions in Caracas and with the Bureau of Intelligence and Research,No,No,Yes,,No,No,,No,No,,"Yes (Hungary, Norway)","Yes (Director of Area Studies at Foreign Service Institute, where he chairs area studies on Baltic States; Director of Policy in Bureau of European and Canadian Affairs; helped establish democratization assistance efforts to Baltic States as member of Deputy Secretary's Office; DCM in Oslo; DCM in Budapest)"
Daniel V. Speckhard,1997,Clinton,Belarus,Yes,C06122154,0,,,"Yes (M.S. in Economics, M.P.A.)",No,No,Resource Management Officer in Office of Deputy Secretary,No,No,No,,No,No,,No,"Yes (Deputy in Office of New Independent States, with a portfolio including Belarus)",,No,Yes (Oversaw activities of Office of Western Eurasian Affairs and Office of Central Eurasian Affairs)
Peter F. Tufo,1997,Clinton,Hungary,Yes,C06122169,77922,,,Yes (J.D.),No,No,,No,U.S. Marine Corps,Yes,,No,Yes (English),,No,No,,"Yes (""lived in Central Europe"")",No
William Wyche Fowler Jr.,1997,Clinton,Saudi Arabia,Yes,C06489020,1629,,,Yes (J.D.),No,No,No,Yes,Yes (U.S. House of Reps.: member of Foreign Affairs and Intelligence Committees),Yes,,No,No,,No,No,,No,No
Stephen Warren Bosworth,1997,Clinton,South Korea,Yes,C06489233,0,,,No,No,No,Yes,No,No,Yes,,No,Yes (English),,No,Yes (Executive Director of Korean Peninsula Energy Development Organization),,Yes,Yes
William H. Twaddell,1997,Clinton,Nigeria,Yes,C06489570,0,,,No,Yes,Yes,Yes,No,No,Yes,,Yes (English),No,,No,No,,Yes,No
Corinne Claiborne Boggs,1997,Clinton,Holy See,Yes,C06496878,2487,,,No,No,No,No,No,"Yes (U.S. delegate for Pope John Paul I installation in Rome, and for Pope John Paul II visit to US)",Yes,,No,No,,No,"Yes (U.S. delegate for Pope John Paul I installation in Rome, and for Pope John Paul II visit to US)",,No,No
Timothy Michael Carney,1997,Clinton,Haiti,Yes,C06496888,0,,,No,Yes,Yes,Yes,No,Yes (on detail to Nat'l Security Council),Yes,,Yes (French),No,,No,No,,No,No
Richard Frank Celeste,1997,Clinton,India,Yes,C06496895,1992,,,No,No,No,No,No,Yes (Executive Assistant to Ambassador to India),Yes,,No,Yes (English),,Yes (Executive Assistant to Ambassador to India),Yes (Executive Assistant to Ambassador to India),,No,No
Timberlake Foster,1997,Clinton,Mauritania,Yes,C06496914,0,,,Yes (M.A. in History),Yes,Yes,Yes,No,No,Yes,,No,No,,No,No,,Yes,No
Tom McDonald,1997,Clinton,Zimbabwe,Yes,C06496964,30920,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,Yes
Gerald S. McGowan,1997,Clinton,Portugal,Yes,C06496973,131530,,,Yes (J.D.),No,No,No,Yes,"Yes (Board of Directors of OPIC, First Lieutenant in Army)",Yes,,No,No,,No,No,,No,No
Lyndon L. Olson,1997,Clinton,Sweden,Yes,C06496994,17224,,,Yes (J.D.),No,No,No,No,"Yes (U.S. Expert Committee on Reinsurance at UNCTAD, negotiator for U.S.-Israel Free Trade Agreement)",Yes,,No,No,,No,No,,No,No
Carolyn Curiel,1997,Clinton,Belize,Yes,C06497967,0,,,No,No,No,No,No,No,No,,Yes (English),Yes (Spanish),,No,No,,Yes,No
Thomas J. Dodd,1997,Clinton,Costa Rica,Yes,C06522534,0,,,Yes (Ph.D. in Latin American History),No,No,"Yes (Ambassador to Uruguay, Chairman of Advanced Seminar on Central America and the Spanish Caribbean at NFATC)",Yes,U.S. Army,Yes,,Yes (Spanish),Yes (English),,No,No,,Yes,Yes (Ph.D. in Latin American History)
Thomas M. Foglietta,1997,Clinton,Italy,Yes,C06522541,2146,,,No,No,No,No,No,Yes (House of Reps.),Yes,,Yes (Italian),No,,No,Yes (legislative work involving Italy),,No,Yes
Mark Robert Parris,1997,Clinton,Turkey,Yes,C06522567,0,,,No,Yes,Yes,Yes,No,Yes (NSC),Yes,,No,No,,No,No,,Yes,Yes
Edward S. Walker,1997,Clinton,Israel,Yes,C06523761,0,,,Yes (Int'l Rel.),Yes,Yes,Yes,No,No,Yes,,Yes (Hebrew),Yes (Arabic),,No,No,,Yes,Yes
Stanley Tuemler Escudero,1997,Clinton,Azerbaijan,Yes,C06545590,0,,,No,Yes,Yes,Yes,No,No,Yes,,No,No,,No,No,,No,No
Genta Hawkins Holmes,1997,Clinton,Australia,Yes,C60526046,0,,,No,Yes,Yes,Yes,No,No,Yes,,Yes (English),No,,No,No,,No,No
Eric S. Edelman,1998,Clinton,Finland,Yes,C06121713,0,,,"Yes (M.A., Ph.D. in History)",Yes,Yes,"Executive Assistant to Deputy Sec. State; Special Assistant to Undersec. State for Political Affairs; Special Assistant, Office of Sec. State; Staff Officer, Secretariat Staff; Operations Officer in Operations Center",No,No,Yes,,No,Yes (Russian),,No,No,,"Yes (Czech Republic, Russia)","Yes (DCM at Prague; Assistant Deputy Undersecretary of Defense for Russian and Eurasian Affairs in Office of Secretary of Defense; Political Officer at Moscow; Desk Officer, Office of Soviet Affairs)"
Nancy Halliday Ely-Raphel,1998,Clinton,Slovenia,Yes,C06121714,0,,,Yes (J.D.),No,No,"Principal Deputy Assistant Secretary in Bureau of Democracy, Human Rights and Labor; Assistant Legal Advisor for Nuclear Affairs; Assistant Legal Advisor for African Affairs",No,No,Yes,,No ,No ,,No,No,,No,Yes (Coordinator for the Balkans)
Joseph Gerard Sullivan,1998,Clinton,Angola,Yes,C06121735,0,,,Yes (M.A. in Political Science),Yes,Yes,"Special U.S. Representative to Israel-Lebanon Working Group; Special Coordinator for Haiti; Deputy Assistant Secretary for Central American Affairs; Director for Central American Affairs; Special Assistant to Counselor of the State Department; International Relations Officer in Bureau of Inter-American Affairs; Principal Officer in Havana; Political Officer in Tel Aviv, Lisbon, and Mexico City; Consular Officer in Mexico City",No,No,Yes,,Yes (Portuguese) ,No,,No,No,,No,No
Robert C. Felder,1998,Clinton,Benin,Yes,C06121762,0,,,No,Yes,Yes,"DCM at Port au Prince; Director of Office of Mexican Affairs; DCM in Caracas; Political Officer in Buenos Aires, Lima, and Brasilia; Special Assistant in Buenos Aires",No,No,Yes,,Yes (French),No,,No,No,,"Yes (Kenya, Seychelles)","Yes (DCM in Victoria; Political Officer in Nairobi; ""graduate courses in African studies"")"
Theodore Kattouf,1998,Clinton,UAE,Yes,C06121803,0,,,No,Yes,Yes,Yes,No,No,Yes,,Yes (Arabic),Yes (English),,No,No,,"Yes (Saudi Arabia, Yemen, Iraq, Syria)","Yes (DCM in Riyadh; DCM in Sana'a; DCM in Baghdad; Deputy Principal Officer in Baghdad; Political Officer in Office of Israel and Arab-Israeli Affairs; Political Analyst for Near East in Bureau of Intelligence and Research; DCM in Damascus; Director of Office of Lebanon, Jordan, and Syria Affairs)"
"Joseph H. Melrose, Jr.",1998,Clinton,Sierra Leone,Yes,C06121812,0,,,Yes (M.A. in Political Science),Yes,Yes,Senior Adviser and Deputy Director in Office of Under Secretary for Management; Vice President of AFSA; Executive Director of Bureau of Near East and South Asian Affairs; Executive Director of Bureau of Political-Military Affairs; Special Assistant in Bureau of Administration; Systems Analysis Officer in office of Administrations Systems; Principal Officer in Karachi; Administrative Officer in Damascus,No,No,Yes,,Yes (English),No,,No,No,,Yes (Nigeria),Yes (DCM in Lagos)
Charles Richard Stith,1998,Clinton,Tanzania,Yes,C06121868,0,,,"Yes (M.Div., Th.M.)",No,No,,No,No,Yes,,Yes (English),No,,No,No,,No,No
William L. Swing,1998,Clinton,Democratic Republic of the Congo,Yes,C06121873,6.29,,,Not reported,Yes,Yes,Ambassador to Haiti; Deputy Assistant Secretary of State for Personnel; Director of Office of Career Development and Assignments; Bureau of European Affairs; Bureau of Economic and Business Affairs; Int'l Business Affairs Division of Economic Bureau; German Desk Officer; Visa Officer in Hamburg,No,No,Yes,,Yes (French),No,,No,No,,"Yes (Liberia, Republic of Congo, South Africa, Nigeria, Central African Republic)","Yes (Ambassador to Liberia, People's Republic of Congo, South Africa, and Nigeria; Office of Central African Affairs; DCM in Bangui; Junior Officer in Port Elizabeth)"
John Bruce Craig,1998,Clinton,Oman,Yes,C06121932,0,,,No,Yes,Yes,DCM in Bogota; Personnel Officer in Entry-level Division of Office of Career Development and Assignments; Economic Officer in Port-au-Prince,No,No,Yes,,Yes (Arabic),Yes (English),,No,"Yes (Director of Office of Saudi Arabia, Kuwait, Bahrain, Qatar, Oman, UAE, Yemen Affairs)",,"Yes (Syria, Saudi Arabia, Egypt, Libya)","Yes (DCM in Damascus; Economic Officer in Riyadh, Cairo, and Jeddah; Political Officer in Tripoli)"
Simon Ferro,1998,Clinton,Panama,Yes,C06121943,0,,,Yes (J.D.),No,No,,No,Director of Overseas Private Investment Corporation,Yes,,Yes (Spanish),No,,No,No,,No,No
George Williford Boyce Haley,1998,Clinton,Gambia,Yes,C06121964,1629,,,Yes (J.D.),No,No,,No,General Counsel and Congressional Liaison at USIA,Yes,,Yes (English),No,,No,No,,"Yes (Nigeria, Ghana, Togo)","Yes (Represented Africans in trade matters in Nigeria, Ghana, and Togo; Legal Advisor to Economic Community of West African States)"
Richard E. Hecklinger,1998,Clinton,Thailand,Yes,C06121975,0,,,"Yes (J.D., M.A. in Int'l Rel.)",Yes,Yes,"Senior Advisor in Office of Under Secretary for Economic, Business, and Agricultural Affairs; Senior Inspector in Office of Inspector General; Deputy Assistant Secretary in Bureau of European and Canadian Affairs; Deputy Assistant Secretary in Bureau of Economic and Business Affairs; Executive Assistant in Office of Under Secretary for Economic Affairs; Special Assistant to Under Secretary for Political Affairs; Director of Office of Energy Consumer Countries; Staff Officer in Executive Secretariat; DCM to OECD; Economic Officer in The Hague",No,On detail to Dept. of Energy,Yes,,No,No,,No,No,,No,No
James H. Holmes,1998,Clinton,Latvia,Yes,C06121980,0,,,Yes (M.A. in Political Science),Yes,Yes,"Deputy Director of Policy Planning Staff; Director of Office of Defense Trade Controls in Bureau of Political-Military Affairs; Political Officer in Office of Pakistan, Afghanistan, and Bangladesh Affairs; Labor/Political Officer in Wellington",No,On detail at the White House,Yes,,No,No,,No,No,,"Yes (Norway, Turkey)",Yes (Coordinator of Office of East European Assistance; Political Officer in Oslo; DCM in Ankara)
Michael Craig Lemmon,1998,Clinton,Armenia,Yes,C06122042,0,,,Yes (M.A. in Int'l Rel.),Yes,Yes,"Deputy Assistant Secretary for Regional Security in Bureau of Political-Military Affairs; Director of Office of Regional Affairs in Bureau of South Asian Affairs; Int'l Relations Officer in Office of UK, Benelux, and Ireland Affairs; Political-Military Affairs Officer in Bureau of Political-Military Affairs; Special Assistant in Bureau of Legislative Affairs; Political Officer in Operation Center; Political Officer in Rabat; Political-Military Affairs Officer in Islamabad",No,No,Yes,,No,Yes (Russian),,No,No,,Yes (Russia),Yes (Political Officer in Moscow)
William B. Milam,1998,Clinton,Pakistan,Yes,C06122055,0,,,Yes (M.A. in Economics),Yes,Yes,"Deputy Assistant Secretary for Int'l Finance and Development in Bureau of Economic and Business Affairs; DCM in Yaoundé; Financial/Economic Officer in London; Int'l Relations Officer and Economic Officer in Bureau of African Affairs and held assignments in Bureau of Economic and Business Affairs, including Director and Deputy Director of Office of Monetary Affairs; Chief of Mission in Liberia; Senior Inspector in Office of Inspector General; Special Negotiator in Bureau of Oceans and Int'l Environmental Scientific Affairs; Economic Officer in Bureau of Economic and Business Affairs",No,No,Yes,,Yes (English),No,,No,No,,Yes (Bangladesh),Yes (Ambassador to Bangladesh)
John O'Leary,1998,Clinton,Chile,Yes,C06122056,1788,,,"Yes (J.D., M.A.)",No,No,,No,No,Yes,,No,Yes (English),,No,No,,No,Yes (Worked on VP Gore's team assisting Bolivia on sustainable development; worked with gov't of Bolivia and USAID on development issues)
Kathryn Dee Robinson,1998,Clinton,Ghana,Yes,C06122104,Not Reported,,,No,Yes,Yes,"Minister-Counselor in Seoul; Principal Officer in Medan; staff of Operations Center; Int'l Affairs Officer for Thailand-Burma Affairs in Bureau of East Asian and Pacific Affairs; Analyst in Bureau of Consular Affairs; Consular Officer in Beijing, Guangzhou, and Mumbai",No,Congressional Fellow in Office of Rep. Al Gore,Yes,,Yes (English),No,,No,No,,No,No
Edward L. Romero,1998,Clinton,Spain,Yes,C06122108,3303,,,No,No,No,,,Member of USTR's Policy Advisory Committee; federal advisory committee for trade negotiations; served in Korean War,Yes,,Yes (Spanish),No,,No,No,,No,No
Arthur Louis Schechter,1998,Clinton,Bahamas,Yes,C06122126,239860,,,Yes (J.D.),No,No,,No,No,No,,Yes (English),No,,No,No,,No,No
Cynthia P. Schneider,1998,Clinton,Netherlands,Yes,C06122131,4756,,,Yes (Ph.D.),No,No,,No,No,No,,Yes (Dutch),No,,Yes (lived in Netherlands during research on Dutch painters),Yes (lived in Netherlands during research on Dutch painters),,No,No
John Shattuck,1998,Clinton,Czechia,Yes,C06122138,Not reported,,,"Yes (J.D., M.A.)",No,No,"Assistant Secretary of State for Democracy, Human Rights and Labor; head of U.S. delegation to World Conference on Human Rights and U.S. delegation to observe OSCE conferences on Freedom in the Media and Human Rights Implementation; member of U.S. delegation to UN Human Rights Commission; U.S. delegation to observe elections in Haiti",No,No,Yes,,No,No,,No,No,,No,"Yes (U.S. delegations to observe Albanian national elections, Bosnian elections; negotiating team for Dayton Peace Agreement)"
Michael Sullivan,1998,Clinton,Ireland,Yes,C06122158,Not reported,,,Yes (J.D.),No,No,,No,No,Yes,,Yes (English),No,,No,No,,No,No
Melissa F. Wells,1998,Clinton,Estonia,Yes,C06122189,0,,,No,Yes,Yes,Principal Officer at Consulate General in Sao Paulo; Ambassador to Zaire; Ambassador to Swaziland; Ambassador to Guinea-Bissau; Commercial Officer in Brasilia; Special Rep of Secretary General for Relief Operations in Uganda; Economic Officer in Bureau of Economic and Business Affairs; Examiner with Board of Examiners for the Foreign Service; Consular Officer in Port-of-Spain; U.S. Rep. to ECOSOC,No,Detail to Commerce Department,Yes,,No,No,,No,No,,"Yes (UK, Switzerland, France)",Yes (Economic Officer in London; Director of IMPACT in Geneva; served in France)
Kenneth Spencer Yalowitz,1998,Clinton,Georgia,Yes,C06122199,0,,,"Yes (M.A., Ph.D.)",Yes,Yes,Int'l Economist in Bureau of Int'l Organization Affairs; Director of Australia and New Zealand Affairs; Bureau of Int'l Organization Affairs,No,Detail to Department of Commerce; Faculty Member at Nat'l Defense Univ.; APSA Congressional Fellow,Yes,,No,No,,No,No,,"Yes (Russia, Belarus, Belgium, The Netherlands)",Yes (FSI School of Area Studies with focus on successor states of Soviet Union; Chief of Economic Section in Moscow; Economic/Commercial Officer in Office of Soviet Affairs; Ambassador to Belarus; Economic/Commercial Officer in Moscow; U.S. Mission to NATO in Brussels; Commercial Officer in The Hague)
Richard Nelson Swett,1998,Clinton,Denmark,Yes,C06477235,0,,,No,No,No,No,No,Yes,Yes,,No,Yes (English),,No,No,,No,No
Paul L. Cejas,1998,Clinton,Belgium,Yes,C06496893,272241,,,No,No,No,No,No,Yes (Delegate to OAS),Yes,,No,No,,No,No,,No,No
William Davis Clarke,1998,Clinton,Eritrea,Yes,C06496912,0,,,No,Yes,Yes,Yes,No,No,Yes,,Yes (English),No,,No,No,,Yes,No
Elizabeth Davenport McKune,1998,Clinton,Qatar,Yes,C06496978,155.91,,,Yes (M.A. in Int'l Rel.),Yes,Yes,Yes,No,No,Yes,,Yes (Arabic),Yes (English),,No,No,,Yes,No
Shirley Elizabeth Barnes,1998,Clinton,Madagascar,Yes,C06497953,0,,,Yes (M.B.A.),Yes,Yes,Yes,No,No,Yes,,Yes (French),Yes (English),,No,No,,Yes,No
E. William Crotty,1998,Clinton,Antigua & Barbuda,Yes,C06497965,Not Reported,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,No
E. William Crotty,1998,Clinton,Barbados,Yes,C06497965,Not Reported,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,No
E. William Crotty,1998,Clinton,Dominica,Yes,C06497965,Not Reported,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,No
E. William Crotty,1998,Clinton,Grenada,Yes,C06497965,Not Reported,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,No
E. William Crotty,1998,Clinton,St. Kitts & Nevis,Yes,C06497965,Not Reported,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,No
E. William Crotty,1998,Clinton,St. Lucia,Yes,C06497965,Not Reported,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,No
E. William Crotty,1998,Clinton,St. Vincent & Grenadines ,Yes,C06497965,Not Reported,,,Yes (J.D.),No,No,No,No,No,No,,Yes (English),No,,No,No,,No,No
Steven R. Mann,1998,Clinton,Turkmenistan,Yes,C06497987,0,,,"Yes (M.A. in German Lit., M.A. in Pol. Sci.)",Yes,Yes,Yes,No,No,Yes,,No,Yes (Russian),,No,Yes (IR Officer in Office of Soviet Affairs),,Yes,No
George M. Staples,1998,Clinton,Rwanda,Yes,C06522589,0,,,Yes (M.B.A.),Yes,Yes,Yes,No,No,Yes,,Yes (English),No,,No,No,,Yes,No
Curtis W. Kamman,1998,Clinton,Colombia,Yes,C06545600,0,,,Yes,Yes,Yes,Yes,No,No,Yes,,Yes (Spanish),No,,No,No,,Yes,No
Rudolf V. Perina,1998,Clinton,Moldova,Yes,C06549435,0,,,"Yes (M.A., Ph.D. in History)",Yes,Yes,Yes,No,Yes (NSC),Yes,,No,Yes (Russian),,No,No,,Yes,Yes
Richard Monroe Miles,1999,Clinton,Bulgaria,Yes,C06121731,0,,,Yes (M.A. in Political Science),Yes,Yes,Int'l Relations Officer in Office of Regional Military Affairs in Bureau of Political-Military Affairs,No,No,Yes,,No,No,,No,No,,"Yes (Serbia/ former Yugoslavia, Russia, Azerbaijan, Germany, Norway)",Yes (Chief of Mission at Belgrade; DCM in Moscow; Ambassador to Azerbaijan; Principal Officer at Berlin; Consul General in St. Petersburg; Political Officer in Belgrade; Political Officer in Moscow; Consular Officer in Belgrade; Office of Eastern European and Yugoslav Affairs; Office of Soviet Union Affairs; Consular Officer in Oslo)
